ID;text;group
23;' lot discussion tyre .     sum , ezekiel prophesy place mash rebuilt- lot people live , appear ezekiel literally correct .     doesn\'t bother , understand language ezekiel use differently - biblical literalist .     example , happen grandson cut baby ! turn granddaughter oh !     isn\'t cut thing ! ?     person literally claim line baby world accord cuteness discover grandchild tie .     , try express emotion use word object - orient .     example common people , misunderstand intent statements- bible , , mercy people assume exactly literally true .     people , existence tyre problem- , .      turn late person try defend ezekiel , read john e king :      , imply kind .     prophecy ezekiel , tell interpret literally , oh , mean house business plant stuff like .     read bare rock rebuild , you\'d conclude tyre bare rock .     way ` fishing nets\ ' ` house building medium - large population\ ' know stuff .     word , answer mean ezekiel mislead everybody read prophecy time write .     way , literal reading , read passage conclude medium - size city .     feel rebuild mean rebuild -- maybe , hardly ` clear implication\ ' .        , .     that\ bit population annapolis , i\'m .     know , naval acadamy , state capital , george washington resign commission statehouse ?     annapolis new york , it\ - horse town .     suppose 22,000 people small town -- it\ 22,000 people ezekiel predict .      you\'ve problem .     chapter 26 , ezekiel predict nebuchadnezzar destroy tyre loot valuable .     , nebuchadnezzar destroy tyre , chapter 29 ezekiel quote god army reward campaign lead tyre .     let\ ignore alexander moment , pay attention chapter 26 . ezekiel n. destroy tyre , n. destroy tyre .     ezekiel n. plunder valuable , n. plunder valuable .     regardless think tyre _ _ , fact n. die place destroy .     ezekiel n. , n. .      *     post , course , pointless .     inerrantist amazing ability rewrite bible need fit want .     example , expect mr king respond comment ezekiel 26 pull clear implication hat .     ezekiel n. demolish tower , clearly imply wall stand people know tower use .     ezekiel n. demolish fine house throw stone , timber rubble sea , clearly imply n. set foot island .     ezekiel write n. build ramp wall , clearly imply n. spend 13 year stomp mainland close wall .     ?     clear implication totally contrary text , reconcile want . ';3
24;' year ago start work problem appear simple turn difficult .     wonder net problem ( hopefully ) publish     solution .     \tthe problem draw outline surface define roughly parallel cubic spline .     input problem essentially start set point set point     edge object treat dimensional , i.e. extant edge , exist dimensional space .     draw     object      1 ) fit cubic spline point .     spline effectively \tcompute sequence line segment approximate            curve .     spline equal number segment .     assume \tthat nth segment spline roughly , \texactly , distance spline reasonable \tmeasure . 2 ) segment ( n ) spline match nth segment \tof opposing spline .     use pair segment form \ttriangle fill color surface . 3 ) depth sort triangle 4 ) triangle sorted order , project 2d pixmap , draw \tand color triangle .     edge triangle \talong edge surface draw line edge \tcolore special edge color     \tit edge color step 4 heart problem .     idea effectively outline edge surface . net result generally lot break gap edge surface .     reason fairly complicated . involve rasterization problem problem result projecting spline .     problem sound familiar appreciate know work area . ';1
25;' need file format cc : mail file format - pcx - base , twist : page multi - page fax come readable . page disappear . format \'proprietary\ ' .     anybody clue ? email faxes secretary order \'em unscrambled . want filter cc : mail .p[nb]m .     come think , p[nb]m cc : mail nice . ';1
27;' i\'ve 386 20hz computer warranty trident 8900c video card start play - ( surprise , surprise ) . i\'m try exchange card .     big question :     video card high quality acceptable price tag ( student budget ) ? ? ? ';1
29;' \tplease ! don\'t want post , email :-) don\'t know discussion appreciate . hate \'invading\ ' newsgroup theme limited interest :-) ';3
30;'      actually , atheism base ignorance .     ignorance      existence god .     don\'t fall atheist don\'t believe      pride mistake .      //////////////////////////////////      bob beauchaine bobbe@vice . ico.tek.com      queens stay , blow bronx away , sink manhattan sea . ';0
31;'      sure , wrong . ';3
32;' package base article non - standard radiosity unpublished method .     main article :     -     cohen , chen , wallace , greenberg :         progressive refinement approach fast radiosity image generation         computer graphics ( siggraph ) , v. 22(no . 4 ) , pp 75 - 84 , august 1988     -     silion , puech        general - pass method integrating specular diffuse reflection        computer graphics ( siggraph ) , v23(no . 3 ) , pp335 - 344 , july 1989       use hemi - cube . special hardware ( sun sparcstation ) .      use anonymous username e - mail address password .       stephan .      ----------------------------------------------------------------------------      stephan amann        sig computer graphics , university berne , switzerland               amann@iam.unibe.ch \t      tel +41 31 65 46 79\t      fax +41 31 65 39 65      project : radiosity , raytracing , computer graphics ';1
33;' sorry miss raymond , dahlgren month ...     i\'m virtual reality market manager silicon graphics , help little .       unfortunately , sgi system use create special effect terminator 2 lawnmower man , film - quality computer graphic , render software write film frame time .     frame computer animation film hour render high - end parallel processing computer system . , level graphic difficult , impossible , acheive real time ( 30 frame second ) .        depend advanced application . true immersive visualization ( vr ) , require rendering complex visual database 20 60 newly render frame second .     similar requirement traditional flight simulator pilot training . frame rate low , user notice stepping frame head rapidly scene , motion graphic smooth contiguous .     graphic system powerful sustain high frame rate render complex datum representation .     additionally , frame rate constant .     system render 15 frame second point , 60 frame second ( scene new view direction simple visible ) , user heavily distract medium ( graphic computer ) focus datum . maintain constant frame rate , system able run real - time .     unix general support real - time operation , silicon graphics modify unix kernel multi - processor system able support real - time operation , bypass usual unix process priority - management scheme .     uniprocessor system run unix fundamentally support real - time operation ( sun sparc10 , hp 700 series system , ibm rs-6000 , sgi\ uniprocessor system like indigo crimson ) . multiprocessor onyx challenge system support real - time operation symmetric multi - processing ( smp ) share - memory architecture .     graphic perspective , render complex virtual environment require advanced render technique like texture mapping real - time multi - sample anti - aliasing .     general purpose graphic system market today , crimson realityengine onyx realityengine2 system fully support capability . anti - aliasing particularly important , crawl jagged edge aliase polygon unfortunate distraction immerse virtual environment .       use general purpose graphic library list develop vr application , start pretty low level . - the- shelf software package available fast , target directly vr application developer . popular ( particular order ):     \t- division inc.\t\t       ( redwood city , ) - dvs \t- sens8 inc.\t\t       ( sausalito , )       - worldtoolkit \t- naval postgraduate school ( monterey , )        - npsnet ( free ! ) \t- gemini technology corp       ( irvine , )          - gvs simation series \t- paradigm simulation inc .     ( dallas , tx )          - visionworks , audioworks \t- silicon graphics inc.\t       ( mountain view , ) - iris performer     , head ...     \t     list , smattering :     \t- fake space labs\t       ( menlo park , )       - boom \t- virtual technologies inc . ( stanford , )        - cyberglove \t- digital image design\t       ( new york , ny )        - cricket ( 3d input ) \t- kaiser electro optics\t       ( carlsbad , )        - sim eye helmet displays \t- virtual research\t       ( sunnyvale , )       - flight helmet display \t- virtual reality inc.\t       ( pleasantville , ny ) - head mtd displays , s / w \t- software systems\t       ( san jose , )        - 3d modeling software \t- etc . , etc . , etc .        read vr book market :     \t- virtual reality - ken pimental ken texiera ( sp ? ) \t- virtual mirage \t- artificial reality - myron kreuger \t- etc .     check newsgroup sci.virtual_worlds     feel free contact info .     regard ,     josh     --     ';1
34;' force , morally responsible ?      , mind .       instinctive murder ?      it\ correct .       animal specie kill .      sigh .      wonder time round loop .     think instinctive bahaviour moral significance . prepared believe high animal , primate , beginning moral sense , exhibit self - awareness .      ?        try killing animal moral significance ?      natural morality >       blind ?      think sentence mean ?     \tthere possibility organism - it\     \tjust people talk - consider alternative .     imply ?      find fact significant . ';0
35;' recent observation hubble space telescope :          o faint object spectrograph ( fos ) use ultraviolet           observation planet pluto , moon charon .           peakup successful . observation execute           schedule , problem report .          o observation use high speed photometer planet           uranus occultation faint star capricornus .           observation help understanding planet\           atmospheric radiative dynamical process . event occur           close quarter moon , special arrangement           modify lunar limit test allow observation .           observation currently review ,           observation look okay . ';2
36;'     guess that\ scientist probably aren\'t mention .     stock broker .     television repairman .       it\ precious know deep brainwashing childhood ( progress religion ) clean away substantial reasoning neuron .     don\'t mind me-     don\'t exist . ';0
37;' hi , point article \'boids\ ' flock algorithm ... ?     , article particle animation formula nice ...     _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _     _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ | ---     þ deluxeý 1.25 # 8086 þ head co * & xv$ # hi signature virus . co ';1
38;' didn\'t understand reality , liar , lunatic real thing narrow view possibility jesus message .     sigh , religion mind / brain filter fit personal scheme .      think possibility jesus bind classical lewis notion \'liar , lunatic saint\ ' bind christian .     cheer , kent ';0
39;'     possibly environmental vandalism environment vandalize ?     advertising help defray cost , it\ certainly surprise taxpayer bear expense .     sound like good idea , taxpayer bear _ _ expense didn\'t advertising .      great idea , long ago .      can\'t believe mile - long billboard significant effect overall sky brightness .     venus visible day , complain .     , it\ leo , visible twilight sky bright , miniscule impact , short time zipping sky .      doubt .     people look protest , surprise .      , look , er , bright .     imagine look face people primitive tribe middle look budweiser fly sky ... : -d     -- ';2
40;' create image gaea , pinnacle creation , create , birth , continue .     , cut religious crap , i\'m woman , thank . it\ sexism start road atheism .     --     maddi hausmann                          madhaus@netcom.com centigram communications corp           san jose california     408/428 - 3553 ';0
41;' remember dollar spend spacecraft safe mode ( probably spin - stabilize sun - point orientation ) dollar spend mission analysis new spacecraft .     order turn spacecraft , need insure ops guy available , need retrain new team .     having , spacecraft propose . operational satellite goddard fly ( like tiros noaa     series ) require satellite orbit operational set . extras replace - orbit power standby mode use emergency .     case , , op team require fly operational birds- standby maintenance relatively cheap .     finally , pat\ explanation ( spacecraft require continuous maintenance stay control ) right mark .     suggest spin- stabilize control mode require little power     maintenance , require momentum dump time time .     end , * * political decision ( difference money ) , technical rationale decision . ';2
42;' turn jump ! :)      think mean circular , recursive , semantic . recursiveness problem , horribly inefficient ( ask assembly programmer . )      oft - quote line people guarantee life , liberty pursuit happiness inalienable right , complete lie deception , author line process prove .     liberty free , purchase cost ,     cost .     s liberty inalienable ? similarly right life .     person die save , group , s life inalienable ?      lead classic question value death penalty ,     especially serial killer .     s life liberty valuable , serial killer , victim ?     accord beautiful line , right completely inviolate , , able remove .     _ include _ government .     admittedly serial killer restrict people\ life and/or liberty , life / liberty inviolate ?     accord declaration independence , .      oooh , like .     mean kill infant murder .     reason , infant .     similarly people brain dead ( easy ) , coma , etc .     , current law , accidental killing murder .     include ?      real golden rule life , gold , rule .     i.e. right .     survival .     wrong ?      mean golden rule state , yes , system implement use reality .     sorry , don\'t deal fiction , reality .        welcome ozland ! ! ! ! ! ! ! :)     arbitrary ?     find society , societal rule , moral , etc . arbitrary , tell .     don\'t think .     sound like euphemism .     difference , objective reasoning like , arbitrary reasoning don\'t like don\'t understand . ';0
43;' hello ,         search render software develop specifically advantage multi - processor computer system . pointer software greatly appreciate .         thank . ';1
44;' look comment people use / hear photoshop windows . good ? compare mac version ? lot bug ( hear windows version need fine - tuning ) ?     comment greatly appreciate ..     thank . ';1
45;' read paper qumram text different version ot text .      misunderstand ? ';0
46;'        read , fellow tell salameh phone .     bomb supposedly sort sophisticated type , ( assume complicated ) sophisticated bomb instruction _ phone _ ( ! ) need brain expect .       read article australian muslim times , newspaper ( weekly ) australian muslim community .       true , muslims base north america ( posting ) elaborate .          don\'t deny fact .     thrust argument      ( ) salameh , accord law , innocent find guilty court law .     guilt establish , wrong people posting base assumption .     ( b ) islam teach _ _ harm innocent .     muslims -- realize islam teach -- perform action , _ _ _ _ teaching islam , _ spite _ _ contradiction _     teaching islam .     important     distinction .     clarify muslims usually mean muslim .     general , muslim     outwardly profess clear contradiction essential teaching islam consider muslim .     , thing contrary islam ( ignorance , example ) suddenly _ _ muslim .     knowingly transgress islamic teaching essential principle , , leave islam .     term muslim contrast mu\'min , mean true believer .     , muslim reality mu\'min know god ( person ) .     find term mu\'min use muslims alt.atheism , know anybody ( god ) , , example , true believer .     example , , reality believe opposite write , know .     , muslims mean outwardly profess follow islam , practice , ignorance , transgress islamic teaching .     muslim necessarily mean mu\'min , true believer islam . ';0
47;' clarify early quote .     god\ law originally write     israelites .     jesus change fact law applicable people , jews .     gentile kingdom heaven save grace god .     law obsolete jesus .     , clarify law quote .     follow verse , jesus portion law expound law clear meaning god intend .     you\'ll notice , ream pharisees muck law contrived interpretation .     know letter law follow head heart .     point righteousness surpass pharisees order accept kingdom heaven .     people pharisees way debate number angel dance head pin . legalistic , rule - maker - religious lawyer practice letter law believe .       think agree today\ world , lot modern - day pharisees know bible end end believe .     good head knowledge heart ?     christianity set rules- it\ lifestyle change one\ perspective personal conduct .     demand obedience god\ . people live , .     choice respect god respect .     god , ';3
48;' sorry , mormon aren\'t generally consider christians . ';3
49;' easily . picture crime scene perpetrate christian terrorist country , doesn\'t convince talk victim christian terrorism .      brutal act terrorism inspire christian propoganda recently commit campus .      simple religious extremist religion value human life . christian islamic fundamentalist advance religion , violate religion .     p.s . i\'m christians terrorist , i\'m use christian         terrorist way medium use islamic terrorist . ';3
50;' - > accord tiff 5.0 specification , tiff version number - > ( bytes 2 - 3 ) 42 choose deep philosophical     - > significance .     - > week , read hitchhikers guide galaxy , rotfl - > second time . ( million year calculation , second - good - > computer time reveal 42 answer question - > life , universe )     - > actually pick number 42 ?      - >     suggestion 42 come ?        moment king , time busily write note - book , silence ! read book rule - . person mile high leave court .       everybody look alice .       i\'m mile high , alice .       , king .       nearly mile high , add queen .       , sha\'n\'t , rate , alice- , that\ regular rule : invent .       it\ old rule book , king .       ought number , alice . ';1
51;' breathable liquid possible ?     remember old nova nature thing idea touch ( tv ) .     , know liquid possible ...     large glass liquid , white mouse ( rat ? ) .     liquid dense , mouse float , hold tong clutch tail .     thing struggle bit , certainly hold long breathe liquid .     slow frantic attempt swim .     , humane demonstration , certainly breathable liquid . ';2
52;' rick anderson reply letter ...     ra > article < c5elp2.l0c@acsu.buffalo.edu > , ra > ra > >        , jason , it\ heretical way . point ra > >        equate lucifer jesus type . ra > >        , lucifer create : thou [ wast ] perfect thy ra > >        way day thou wast create , till iniquity find ra > >        thee . ( ezekiel 28:15 ) . jesus uncreated , creator ra > >        thing : beginning word , word ra > >        god , word god .     beginning god . ra > >        thing him- thing ra > >        . ( john 1:1 - 3 ) thing , ra > >        thing consist . ( colossians 1:17 ) ra > ra >       inference ezekiel john passage lucifer ra > create jesus depend particular interpetation ra > word create -- christians agree . ra > grant mormon belief god\ child ( include christ ra > lucifer ) eternally existent intelligence organize ra > spirit child god , term creation apply equally ra > passage .          briefly , mention pass . refer         differ interpretation create , christians         agree . ? irrelevant . base faith         people think way , ? line         truth , regardless popularity opinion .          , find strange try persuade create         eternally existent equivalent , grant mormon         belief ... can\'t grant conclusion expect point         address . order reply issue , address         answer point raise , jump         conclusion grant .          bible state lucifer create .     bible state jesus         creator . contradiction lds         belief jesus lucifer .     ra > >        point brother jesus lucifer ra > >        heretical , innately brother sister christ . ra > >        adopt , ye receive spirit bondage ra > >        fear- ye receive spirit adoption , ra > >        cry , abba , father . ( romans 8:15)- natural child ra > >        god . faith enter family ra > >        god- ye child god faith christ jesus . ra > >        ( galatians 3:26 ) . manifestation ra > >        faith receive jesus son god .     ra > >        receive , power son ra > >        god , [ ] believe : bear , ra > >        blood , flesh , man , ra > >        god . ( john 1:12 - 13 ) ra > ra >       occur , robert , bear ra > person ( person)\ family symbolic term new ra > testament ?     mormon believe adopt house ra > israel baptism faith christ , express ra > belief evince physical change body .          mormon belief child god . literally .         symbolic . , contradict bible         . bible teach child god :               field world- good seed child               kingdom- tare child wicked [ one]-              ( matthew 13:38 )               speak father : ye               ye father . ( john 8:38 )               ye deed father . ,               bear fornication- father , [ ] god .     jesus               unto , god father , ye love :               proceed forth come god- come ,               send .     ye understand speech ? [ ] ye               hear word .     ye [ ] father devil ,               lust father ye . murderer               beginning , abode truth , truth               . speaketh lie , speaketh :               liar , father . ( john 8:41 - 44 )               , o subtilty mischief , [ thou ] child               devil , [ thou ] enemy righteousness , wilt thou cease               pervert right way lord ? ( act 13:10 )               time past ye walk accord course               world , accord prince power air , spirit               worketh child disobedience : ( ephesian 2:2 )               child god manifest , child               devil : whosoever doeth righteousness god ,               loveth brother . ( 1 john 3:10 )          child god ...               receive , power              son god , [ ] believe : ( john 1:12 )               behold , manner love father hath bestow ,              son god : world knoweth              , know .     beloved , son god ,              doth appear shall : know ,              shall appear , shall like him- shall              . ( 1 john 3:1 - 2 )          ... bear faith jesus christ :               bear , blood , flesh ,              man , god . ( john 1:13 )               having predestinate unto adoption child jesus              christ , accord good pleasure ,              ( ephesians 1:5 )               begat word truth ,              kind firstfruit creature . ( james 1:18 )               lead spirit god , son              god . ye receive spirit bondage fear-              ye receive spirit adoption , cry , abba ,              father . spirit beareth witness spirit ,              child god : ( romans 8:14 - 16 )               beloved , let love : love god-              loveth bear god , knoweth god . ( 1 john 4:7 )               whosoever believeth jesus christ bear god :              loveth begat loveth              begotten . ( 1 john 5:1 )               ye child god faith christ jesus .              ( galatians 3:26 )     ra > >        tell , life eternal , know ra > >        thee true god , jesus christ , thou hast send . ra > >        ( john 17:3 ) . life eternal know true god . ra > >        doctrine lds mention portray vastly ra > >        different jesus , jesus reconcile jesus ra > >        bible . far remove proclaim ra > >        true deny true . accord ra > >        bible , eternal life dependent know true god , ra > >        construct imagination . ra > ra > ra >       robert , respect , die leave chief arbiter ra > correct biblical interpretation ?     don\'t mean snotty , ra > fact bible differently interpret different ra > group biblical scholar ( think jehovah\ ra > witness , example ? ) reference jesus ra > bible simply ridiculous .     jesus bible mean ?          red herring . doesn\'t address issue raise ,          , seek obfuscate . fact group try read          bible , doesn\'t change bible teach .          example , fact jehovah\ witness deny deity christ          alter bible teach [ look bless hope ,         glorious appearing great god saviour jesus         christ- ( titus 2:13),simon peter , servant apostle jesus         christ , obtain like precious faith         righteousness god saviour jesus christ : ( 2 peter 1:1 ) ]          deity christ .          look bible teach . discount ,          address , bible teach group          differ view self - defeat . bible teach ,          look bible .     ra > >        lord\ mortality essential salvation ( _ ra > >        promise messiah _ , p. 456 ) , work salvation ra > >        father thing ( ibid . , p.54 ) , ra > >        baptize gain admission celestial kingdom ( _ mormon ra > >        doctrine _ , p.71 ) . ra > ra >       welcome wonderful world mormon paradoctrine , robert .     ra > book late bruce r. mcconkie , general authority ra > lds church .     book publish church , ra > constitute offical doctrine .     consist opinion .     , ra > mean true ?     all- i\'ll ra > think idea christ\ personal salvation come ra > conclusion .     conclusion come heretical ra > , i\'m prepare accept .          find curious . mention mormon belief         jesus need save , forward quote late         apostle , bruce mcconkie . curious address         issue ` jesus need saved.\ ' rick come close         conclusion address point .          reply instead hop - scotch issue         bruce mcconkie view \'official doctrine.\ ' don\'t         think matter mcconkie\ view canon .         issue .     mcconkie\ writing indicative mormon belief         subject real issue . indication rick          certainly . ';3
53;' thank andy .     image pub / delta - clipper . change     dcx-artists-concept.gif spirit verboseness . :-)     ----chris     chris w. johnson     internet :      chrisj@emx.cc.utexas.edu uucp :          { husc6|uunet}!cs.utexas.edu!ut - emx!chrisj compuserve : > internet:chrisj@emx.cc.utexas.edu applelink :     chrisj@emx.cc.utexas.edu@internet # ';2
54;' hello ,     hello ,          wonder know pc mac implementation marching cube algorithm output individual face .     application , c source code modify implement algorithm individual face .     thank advance sincerly     tracy ';1
55;' hi adda ,     bible scholar agree copy book certain time -- time author write .     unfortunately , like work time period early , exist today copy .       book , scrap , date mid second century ( a.d . 130 + ) .     complete book , letter , etc . middle century .     complete collection new testament date early 4th century ( a.d . 325 ) .     period writing early church father / leader quote scripture writing .      mean discover thousand bible perfect copy date 1st century ... !     mean thousand early manuscript ( date , letter perfect ) probable text reconstruct document early original autograph ( lose ) probably write start shortly a.d . 50 , yes .      original author .     matthew , mark , luke , john , peter , paul , james , identify .      long .      regard , ';0
56;'     complex     bio - medical     image     available     net     experimentation ?     complex mean sampled datum point     magnitude phase information . ';1
57;' use photoshop elliptical dot halftone screen round dot ? printer prefer elliptical dot , i\'m sure set . i\'m send mac iici linotronic l300 imagesetter use photoshop 2.0.1 separation .     help greatly appreshe . t.i.a .      michael ( unscene )       michael maier , computer artist , anl     |     [ |ú]---*z * glue veiw .         ';1
58;' look program capable display graph node link possibility edit interactively graph : add node , change link etc ...     actually , _ simple _ x11 program ok- need box ( i.e. node ) pane able manipulate mouse ( , add delete box ) .     know program available ? thank help ! ! ';1
59;' look good quality graphic file suitable use church - relate presentation . prefer vector , helpful .     know bulletin board collection nature , commercial product , inform email :     haston@utkvx.utk.edu ';1
