ID;text;group
79;built think manufactures;1
80;deleted isn\'t sets had drawn called were said turned went headed wearing flowing claim believed have say exist do claim profess have;3
81;expect;3
82;modified Constructing is found attempts provide improving allows analyze determine need study reason constructing analyzing Note made explains use given decided raining asserted said denied said Note used express exists exists express quote establish consists continue stated called accepting indicated viewed used intimidate accepting seem question say heard used derive known arrived accepted are arrived used denoted implies arrive affirmed indicated follows conclude stated has has involve implies involved has Note called make follow given stated stated Recognizing recognizing shower producing describe look assert support appears suffers come created do do Consider establishing offered trying establish start start is are provides defined provide talk are concentrate viewed note imply holds consider consist contains have have reach live dolphins live do reach draw denotes implication- represent arrives confuse delve require summarize avoided constructing known used refer leads used refer appears define appears seen examined studying aim avoid misled intended committed force try push used summarized makes threatened is refuse accept burn directed occurs trying disprove attacks making depend asserting practised cast showing reducing given demonstrate conclude fall see committed argues accept kill argue wear used dismissing used rejecting argue alleges rationalizing formed known poisoning means occurs argued proved argued proved Note assuming proved prove exist shown Note apply assumed proven known produce occurred used infer occur described require have count frozen occurred assume occurred conclude occurred known committed appeals pity getting accepted murder find suffering known Appealing commit attempt win appealing characterized banned know trying tell consists asserting support believe uses try win believed admitted distinguish concluded give concluded build expect informed speak committed applied mean made goes dislike dislike committed try decide applying occurs forms examining occurs applied render known occurs identifies shown took prayed disappeared cured occurs assumed happened collapsed taking avoid post asserts occur related leaves occurs reached occurs assumes wishes reach rephrased appears allowed hold revealed lose do hide blackmail allowed hold Note cited know exists tells know loaded stopped beating presupposes asked used ask hide stole ask allowed continue plan ELENCHI consists claiming supports do begin saying argue argues argues shown arouse cause view supposed occurs used make remains do like place make occurs used shifting changed altering emphasized consider speak speak conclude shared apply made conclude shared uses causes exists assume apply studying assume shared destroy destroy states occur is made caused legalize have legalize have legalize BASED occur attempts argue specifying based isn\'t based based isn\'t based based dogs implies understand examine given implies makes Note has implies imply allow deduce CONVERTING asserting asserting believing assuming heard employs asserting referred occurs presents having exist exist QUESTIONS occurs demands drawn connected committed introduced discussed diverted made occurs treated SHIFTING making Shifting putting denies made proven misrepresent attacked knock conclude demolished fails deal made ANALOGY occurs suggested argued assume mentioning constitutes explained using believe oppose breaking implies supported saying dare QUOQUE occurs argued performed;0
83;question decayed wrote says says Consider come testify living comes comes comes comes became comes comes comes takes comes use kill comes comes comes comes hear lasts coming testifying calls listening realize known known known realize rule tell tells living has reveal talking know revealed dares venture known describes stare gazing got seeming saying know revealed calls believe telling know;3
84;has rent orbiting Considering running going leering;2
85;influenced helped sell serves reimburse kept suspect had realize work sighted;2
86;agree meant disagree follow enforced according agree applied founded putting according;0
87;oprichting eerste tweede voerden deze benoeming benoeming een met sterrenkunde onderzoek samenstelling beeld lezing eindprodukten studenten BELANGSTELLENDEN alles goed verbinding tussen radiostraling bespreken trachten met laten Tijdens live Inschrijving maken rekening stichting inschrijving inschrijving inschrijving terecht bij fluktuaties bij gaten gaten knippen plakken met afsluiting;2
88;separates agree helping used looks use;0
89;\tIf given falsify refuses give made broken;3
90;did try export included say export does knows make called converts costs wondering was did;1
91;understand sympathize happened take led stands claimed be;3
92;have commenting makes consider inherit Seen;0
93;detected looked cause think seeing;2
94;exposed said stay blew sank;0
95;tell arm believe have sell buy preached command arm take reject has reject taking taken note tell written accomplished reckoned stated carry counted having cause arresed killed turn live die suppose come bring come bring;3
96;says committing become;0
97;sacrificed m heard know stop looking m listening refer accept have give join pay that\;3
98;assuming makes does gives leads spend including assuming paying run put think;2
99;have think did done disagreeing;2
100;think take improve get take want do somethong Seems hurt agree make alter includes let preventing finding suppose inflicting have live seems come go remember entered converted seems noticing chagning knows live let live have treat have hurt put does seem apply takes laughed thought had ';0
101;heard;0
102;trying find ACCUSED flaming purged controlled bearing has considered suggest left departed;3
103;remember think got worked guess taken fallen overtook stretching match destabilized did triggered;2
105;know has get know making have processed reminds recall wasn\'t assured run touted prompted look occurs have enriched have scattered see overcome mind mined;2
106;sounds they\'re talking uses manufactured ranging flourishing becoming increasing consider using get designated covered is designates purchase need certified require watch;2
107;covered apologize need given install have wonder offer like based allow write tell work needed use written email read;1
108;made;0
109;thought has think had were closed hanging called think started check parking including;2
110;own think appear;3
111;Take look wrote defined qualified see disqualified play;3
112;raise tried succeed raised kept going;2
113;exist;2
114;flaking expecting die orbit needed provide orbit have;2
115;know has get making reminds recall wasn\'t see overcome mind mined banned advocated increase allowed assume say is assumes oriented want cost shown providing sheltered;2
116;said know is was resolved handle subjected breaking has calling guess take;3
117;wrote turned looked fooled get started;1
118;hear resurrected end live connected write;3
119;get outline support indicates had inidcates changing evolving ridden were are show are glean shows brought exist know know claim disagree is \'started seems adapt mean seem do adapting seems reasonalby keep changing used agree pops do get tend seems died forgive died gather used seems getting wait have created admit have fight seems making gift fight make wants see built want saying planning building made knowing sin need fight mean degrading become did writing held had tended fall used creating maintain choose said isn\'t give help making;0
120;deleted bitch saying going posted posted provoking written makes suspect using using consider seems report get started seen considering;0
121;based called remember stand seems loosing has loves run;3
122;consider run works think need;1
123;reading surprised know grabbed stated sell said reach using isn\'t imagine allowing shoot mention locating comes going think buying do carries;2
124;-From PROMISED read leave supporting protesting organized wouldn\'t worry deflate cleaning spent figuring need put sobered;2
125;tries pass remember singing;0
126;assumed track Grazing found has uses designed isn\'t determine detects appended leads do reports launched discussed described tracking obtained discussed demonstrated launched determined confirm FURUSAWA scattering determined made automated developed discriminate orbiting showed using found orbiting expected INOOKA features phased distributed feeds enables dividing performed using switched realize carried used have make monitoring developed using named transmitted discussed;2
127;-*---- acknowledges writes turns love viewed reminding act has present supposed interpret loving following relying make come assume confronted sounding means wants mean say twisted are show behaving refer show occurs trying interpret addressing draw reject serve derives brings mixes lack serve criticizing meaning comes brings states summarizes seem bring understand means love love are attribute read come take interpret tell tells left serve do is use support turns interprets apply make suspect filtered paints think note presents ordered relies think apply have have spit;3
128;interesting read posts going say made broken;0
129;has has put Sounds play have pulling come throw get like play have;2
130;say got go means are lined lined lined given cross cross trying figure;1
131;modified organized publish including \t \t slides Call \tSaid hold Look oriented supporting \t(including wheate@uncamult.bitnet called illustrating comes getting included CAREERS published Related distributed sent published expanded boasts features entering describes consulting expanded highlights ranging include becoming send made handling send funded called fly called relating maintains NAME decided are send describing find have assign used see See found using excited comes cited ask \tknow get have working funded designed perform search describing ACTIVITIES known reviewing including have \tIf want order call including ORBITING orbiting MODELS \t$7.50 interest feel produced Check have found range reviewed \tarrived get send includes collecting include begun study include describing flown including included \tGeorge start want know had obtained designing works written looks \t \t leads \t illustrate tries convey \t appear ordered using Cost needs Stop \t \t making holding using known \tAdvanced \t \t goes beamed including beamed pushed using pushed obtaining is \t RELATED report Contact \t \t \t required \t limited \t including \t \t analyzed \t \t gain found offer shows shows demonstrated dropped ensued recanted working requires \t delivered burn achieved \t \t make possible- described burn give \t indicate recommend take declared pursued \t preceeding looks models DRIVES \tRetrieve deal describe tested are publish including know \tStarsailing paper \tRoundtrip Using TETHERS \t change travelling \t pumped perforated look considers pointing \t belongs covers covers signals Tends believe told \%A \%V \%P \%A \%A \%A Operating transforms finite spectrum receiving interpreting offers following see Handbook,\t\t#3185 contributed covers following refers following;2
132;needed loved starving taken READ;2
133;;3
134;got thought show says do makes vesa;1
135;following appologies mentioned \tcomp.graphics.3d;1
136;See used cause seek;3
137;find give;0
138;Forwarded spread appealing learn have eclipsed grazing according refining projected seen learn See bringing do measure renders rising know looking do make try encourage observe do getting need think placed need;2
139;know has get Exploring satisfy coupled offer holds becomes become become has prevent do based spun look has have offers serve heatsink offer required reach use ignore have deal make visit live work think use pushes shielded linear defending bombarding see watching fight;2
140;Let explore talking speaking explain depends talking exclude say is begin believe are ascertain believe are believe are expressed using Let restricting reject restricts intended asserting identifies enjoy lacks enjoy say enjoys written read mark follow likes observing Let count guaranteed make come thinks thinks fails touch reports feels do assuming misinforming account has;3
141;say improved find looking give used called do automated waiting impressed;1
142;deleted know named predicted hit cancelled evacuated suprised were occured know used live built had laughed believed wanting convert gon have look;0
143;carried updated provided accessed using stop updated;2
144;modified adapted contributed obtained posted send failed stopped reaching took turned went destroyed claimed DO indicating omitted led treat leading became flyby returned confirmed revised covered composed confirmed launched lost failed eject placed collect died ran intended probe reach took flew found thought concluded sent reconfirmed collected sent expanded done failed take made ended failed probe became returned done revealing flowed took used return revealing circles made running revealed cratered thought seem indicate has makes failed meet photograph close reach provide including circling had launched missed became orbit designed flyby scaled studied placed transmitting suffered became flyby followed went become study continue function heading do known burned made known sent burned descended expected survive make transmitted failed meant left decayed launched intended land caused miss head try take flew aimed launched had suffered enroute crashed reach returning launched lost missed drifted had modified send headed failed operate performed becoming return designed orbit studied landing contributed launched orbit crashed avoid designed see land sinking feared covered support proving hold became taking scooping landed returned explored VIKING launched went set began programmed is found sent learned thought reflecting set stretching image kept functioning ran switched reporting hoped keep functioning sent telling shut regained VIKING designated entrusted attached VIKING launched arrived touched accomplished worked recording had prompted shut shut decay launched flew launched flew took slingshot headed opted become discovered complicated discovered has has reached discovered including predicted keep compared known gave explain continued found giving found discovered found have including turned discovered skewed had expected last gives MISSIONS highlight LUNAR missed became impact Took Took returned orbit accomplished orbiting return accomplished Delivered accomplished Returned VENUS acknowledged \t lost Attempt image ceased transmitting returned Attempt place ceased became impact return descending Crushed reaching \t return accomplished Sent accomplished Returned accomplished Accomplished including went become study close acknowledged ceased enroute place ceased circle ceased orbiting braking failed \t went orbiting Returned crashed missed went land failed \t Attempt land \t enter ceased scheduled taken planned planned affect remains seen launched approached carrying measure work made observed scheduled launched known renamed looped made dropped became orbit joining remained broken caused lose fired failed confirmed using made performed aerobraking using made fired put recommend reading following categorized designed give start add appreciated recommend listed think started give recommend pick works give found published purchased ordered EXPLORATION DISCOVERING HANDBOOK UNCOVERING DISASTERS EXPLORING VENUS placed found published launched carry found knowing wish read recommend study listed recommend reading written probes found supply show going unfolding affected know Depending go wish join dedicated details Write find has receive realized;2
145;talking arguing interpreted;0
146;required;0
147;know creating;1
148;going do do fred think support knows know Prove;2
149;expect read accept need runs pity have need get pretend end start forget;0
150;have live do have dictating;0
151;uses called scan vectorize loaded added makes supplied like ship altered need recognize strip suspect compressed strip offending read recognize find;1
152;written seen fixed know do have invent;1
153;email like know Thank;1
154;thought clear surviving driven fortify arm defend involved including striking mean grant filed had evidenced studied have see prove involved sounds originated discredits characterized appears started # murdered split follow considered considering consider led understand Make talking claim reflects have inspired refused deny seen tried explain stands had carry thought handed died entering claimed bequeathed governing wasn\'t took waited grow assume ignored excommunicated chose accept knew known fill made indicated lead excommunicated abounded intensified given look understood antipated questioned Granted stayed sacrifice undertake separate benefitted became carry practiced carried owned is given tended move face suffered getting seems justified making Remember went had turn save put splinter say get seems impressed kept pledged defend do alleged assure reject appointed represent read believes stands Reorganized telling generates has have heard hinted taking Make hired staffed gone wondered affect consider perform selected remember states worship strayed set judge contend condemned rejected suffer penalized liked forbade made follow have used accept That\ educated have mirror noting has used deny find read say blame Meet flame;3
155;wrote deleted deleted preferred fails used deleted deleted find claim used reply believed use describe agree deleted deleted;3
156;looking seems started indicate start having Looking know start start;3
157;guess involved;3
158;assert are residing need support think suffice happen listening found playing said forced remain closed injected quiet saw made;3
159;need hit encourage are buy write hit;1
160;Forwarded report carrying designed measure study reached took established correlate compared flying launch involved said are continued conducted provides taken add Understanding occurring helps construct predicting consisted measures ascends descends looks emitted monitors absorbs occurred following floated radioed recorded ended commanded separate needed fly make explained needed fly watch disappear have completed forward launched based operating launched keep made inflated weigh weighs sponsored;2
161;believe gets pump stops breathing go put hold Remember think depending;2
162;addresses modified CONTACTING center means have resumes consider contacting answer get used Seek reports work \tAsk atmospheres Runs Tested landing Developed orbiting sounding Developed do run run go run centers has have offer manages Manned know Specializes Viking produced produced tested does sensing sounding go contracted reach requesting go regarded return Allow includes contacted have unacknowledged have rivals handled described offered \tSpace completing accredited grades \tTeachers 80906\t maintains related mailed runs see;2
163;use writing took start using;1
164;shadow are excluding is hoping are approaching try get takes look take ruin;2
165;found depended maintain leads explored facinated conceived built sounds;2
166;seeking turn converted studying had implement have write like have answered jump face use turn handle is reduce are used connect descibing make want use handle connect handle use convert done rendered turning creates create bevelled offset have tell implement;1
167;is stop trying look reads accusing accusing accusing accusing sees seen has do do uses included soloing making immuned doing indwells see doing brought saying exposed stop doing seen exposed shed shines shines shine didn\'t know existed see want come see like see fallen think want know think wants know think want know Ego verses choose watched thought saw made burned died chose die bury bringing had stay claimed born born wasn\'t missed warned wasn\'t told makes Ask born asked labeled followed died look happened cost cost studied remember used try tempt quote remember used tempt misquote used succeeded tried rebuked work did tried do remind did emulate did did kill cause die believe knew born choose eat knowing cause held had;3
168;have made depending are;2
169;provoked checking captured here- noted depressing saved following wonder;0
170;said hear keep;3
171;provoking come mind provides warring described created become trying say created called say created operating obtaining shattered disobeyed falling manifested become hardship symbolized possess receive destroyed leave staged desire known achieve pass is achieve warring integrated reconciling making integrated become describes follows;3
172;seen planning boost goes competing heard won read working won gets continue existing sets know survives shake seems require assembled transported know support bolted taken erected need added built imported viloate are solve mention;2
173;do did changed goes hate find dislike find found use support is elaborate have;1
174;saw looking go know presented optimised find have;1
175;speaks leaves agree give raise pay;0
176;deleted support accompanied aggravated agree is makes are gone insisted Insulting falls;0
177;Make see;3
178;keep using get reach;2
179;controlled allow used;2
180;quote sadden think care seemed have say;3
181;kindled moved say Go;3
182;brought Assuming correlated discussed cited assume looking think shown claimed are dominated qualify going say have reading don\'t having wishes Tell ignore fit like have;0
183;seen blown sprayed drys makes Fly blow know let cut attaching have covered used make have meet atleast have makes saw instea put got carry missed have confined based think limited based;2
184;runs operating created meet conducting using sensing features pop click makes enables build providing returning conduct \tUsing allows open save using reads writes decompresses save includes perform transforms allows manipulate combine used possesses simulate GOES conducted computes allows integrate developed converting using enhances Using combines generate provides integrating supplies performs developed received continued meet changing features supported answered provided Tested selected analyze process collected used including get WORK RECEIVE;1
186;seen contains got;2
187;plan post have working include looks based work misinterpreting avoided needs computed get taking setting normalized plugged resulting looks need verify use require bringing find find defined intersecting define make HAVE intersect answered;1
188;filled assumed reserved meted guess get assume operate stated does playing playing resized expanding dithering are work showing drop increase suffers know lied confused locked play drop keep synced have boast having expect saw using allows handle saw playing includes;1
189;proposing treating saying propose sound defines decides makes defying becomes saying implanting is see sees;0
190;hold satisfying exist describes exist suppose pointed said mean exist measn applied says presented describe exist gather exists presented seen ask claim seen told blamed doubting exists;0
192;imply mean believe named do does says believes exists;0
193;talked faxed wasn\'t was explained found \'92;1
194;is floating indicates heard know claim existed doubt have dated;3
195;require know obtain;1
196;HEAR know praying comes finds wears intended;0
197;blame accepts blame executed work convince accepted considered drives accept going happen driving killed driving executed;0
198;is let;3
199;= go have pool do make;2
200;does read;3
201;consider classify follow Love Love Love violating died crucified loved asking bear be;3
202;willl have have have posting keep reading following bothered find wasn\'t accepting think keeps go leave;0
203;fold Look folded;2
205;bitching made displayed checked have messes flying convert convert have wants email used choke know archie tell archie convert turns;1
206;gave tested bought returned come has determining do;1
207;readding have like use works lacked create;1
208;Take wondered Believe believed shows follows used Letting happen allowing take causing know do created is left known fixed extend have said gives have define Imagine do harm implemented making appreciate make feel arguing do want have give describes destroys;0
209;saved working getting made seem;2
210;use spend simulate require exist needed \'state study generate;0
211;Forwarded REPORT performing uplink entering powered reloaded prepare rescheduled take beginning send perform Ranging obtain take occur modified include performed allow characterize generated occur require command perform provide varying;2
212;sounds SCREAMING Give run hand back paste see use wipe;0
213;claim was;0
214;shipping released announced support;1
215;point read had take want look crop like use convert explain set do appreciated;1
216;weight;3
217;describes sucking observe concluded exist based conducted propose flawed based designed look prevailing traveled have said dream based start placed Given drag ingest converting distilling localized = isn\'t Picture haven\'t spinning dragged spinning Picture spinning shot stretched intersected sunrise isn\'t orbiting sustaining dragged slowing dragged varies sticking giving has got wound going slide make going has go gets draw eclipse Look guess look looking rotating facing seen Try draw appears orbit facing facing appears dissipates defining seeing happening experienced consider learning de - spin phase trying design drag trying move shooting find recommend studying look carry start looking said isolate record thinking learn read got concluding recorded bound move try reverse looking flowing passing choke seeing get think live see consider PUTTING written file eating jamming receiving Try eating bearing live see did ate worry stops growing need eat formed creating need bounce come programmed pull reproduce die Warning writing had lying diverged were- glowing looked looked making had teach meant advising manipulated raising said looked meant provide combed rewriting pulling compromised enticed sending saying was kill killed exert made appear ended seemed remember prune stopped stepped bask created made lost existing eliminate wish treated end Accepting looks sells make live Go repeat like Hope like inspecting likes thinks getting direct cross vanish rewrite pass stepped lose make becomes cultivated loosens see had apply achieve tightens retain built slips spending Imagine marks collects gives borrows making do do Hold bury build spending buy produce deceived getting get keep making shouted said defined control hide have \'vanishing\ think pointed locate kill tell talk hear think have tell eating make get lose sleep get eat get need is fighting killing go is kill make is eat eat suck stunted dying mean cut fed think are investigate tells follows buy make play face thinks means live laid didn\'t play need go try have live leads want;2
218;Let suggest grant exists uses communicate taking paraphrased grabs makes take hides exists experienced observes seem contain contradict seen are based blamed concluding absent is blamed doubting driving thought come is proposed happen held;0
219;isn\'t propose have refers gotten inherited read says had represents change means changing walk carry;0
220;need upgrading looking like controlled matter have use mail used set need mail;1
221;heard take discuss based mean based like know raise considered invent;0
222;think talking making have wants gosh let know hand wants keep forgetting re - attend;2
223;read states placed is know launched use goes place have;2
224;seen coming given are see contained hide assuming is indicates placing require released Oort tend distributed expect concentrated see start see assuming has concentrated known see coming are have comes;2
225;seems mimic know survive Isn\'t think noted isn\'t reexamined;0
226;generated;1
227;responded related intend argue saw pointed haven\'t happened;3
228;Give appreciate;2
229;assume posting encourage read seems hear are take is believe is justified using are trying prove decaying accounted existed intended become follow died defined work consider sacrificed bring lost become add seen mention call based presume thought think warrant had result quoting think look treat trying present tries interpret end believe described took convince thinks quoting say explain have killed are claiming think posted get understood said pressed find;0
230;writing generate know cross becomes have know get;1
231;open seems have using appalled saw enters be got stopped accepting suggesting isn\'t making;0
232;are convert consisting used forgot look converted like has give;1
233;answer place depends commit executing lock said stay blew sank;0
234;;2
235;think looking Think come abolish come abolish fulfil say pass pass accomplished relaxes teaches called does teaches called tell exceeds enter are regarded binding are binding called face do wanted follow impose say abolished acknowledged apply think agree recorded get have come relates read says serves superceded isn\'t notes understood assures intends say sees convict superceded agrees notice entail remains uncompromising removed convicting relaxed live use think come quoted taken shows interprets suggest emphasize stay known taking claim taken accuses caring giving neglecting caring cleaned use suggest has talks maintaining thinking talks superceded gives involve maintaining talks superceded talks maintained believe talking embroiled responding looking causing intend abolish commends seems talking deemphasizing give;3
236;means put provide;2
237;turning post go think have have afford;2
238;built works added used flying;1
239;scanning looks converted get got became;1
240;mean work work have gives works have find chosen varies keeps verify wrote;1
241;writes killed fulfill book taking think motivated do surrender firing get put told play appreciate;3
242;thank returned set know die wipes straighten going know have visit stay shopping;0
243;known know had did awarded post sign means having say;0
244;ask Let know get;3
245;imagine allowed considered;0
246;agree asked I\'m working had tell contains believe describes predicts happens carry got SHOW thought hope do bring contains get had are;3
247;known See think help take following want consider volume=11 =;1
248;take is is infecting possessing keep becoming see vexed burn lynch rape let rise explain explained invoke keep knocking come got understand living walk sit keep loving play bend let tell know \'buked stoned hung matter lives loves matter does loves want want lay beat necked think deny gone got mixed take erase teach die take erase want rule want fool want school know got mixed necked think deny see move love see dancing gives feel they\'re doing remind trodden gon fall saw saying going;3
249;wrote negotiated develope using pelletized contaminated make remaining deter led built operated;2
250;isn\'t cook exposed melt think had remain pointed shadow folded shielded;2
251;eliminated going appear stop campaigning remove expressing;3
252;deleted think agree given using add think feel separating add reduce predicts describes observe say asking started bothered referred leaving gave saying has agree feel separating trying say proposed explain considered say aren\'t called say say are observe is believe are atoms decided think discuss thought think agree supported supported wants call won\'t has supporting predicts supports made talk isn\'t say agree;3
253;are take ask assuming ask think correct;3
254;solved \% test given \% uses changed replacing got \% printed \% Put test \% PUT;1
255;' love see explode crashing inflated expanded inflated needed is cause collapse suffer;2
256;save destroy agree has choose does make made made chose do goes examine preferred born have offer intend support educate raise have help become wrapped see think make based abandons care considered fled behaved turned decides kill release thought abandons suffers grow live abandons diced killed vacuumed has suffers wishes trade says come made loving throw Let ruin get know got call see kill get backs sell sells make feel showing show want feel want give say burn kill throw rot hate wish screws talk giving grubbing admit do love know lay sounds made become continue live have destroy hope see see trying turn deplore want reach practiced souls \t save suffering commits drove impelled;3
257;approve beginning think have think;0
258;happened indicated shocked set leading;2
259;had used changing iltered used looking obv buy starting write automate appreciate repost;1
260;tried mail bounced moving know subscribed using mean see used using equate concerning has do see value have have experience believes agree mentioned think turn like see shown;3
261;heard asked provide know requested written owned requesting refusing;0
262;held organising gathered held discuss concerning organised francophone hosted sensing selected attend focus sensing developed launched carries sensing ensure increase using sensing developed provided include sensing provided;2
263;think mixed wouldn\'t;1
264;asked going apologize pointing saying shows objecting pointing do calling screens think responded read responded taken objected doing criticized agreed disagreed criticized evading trying explain addressing raise accusing accusing motivated attack see apologize apologize offended;3
265;Concerning proposed doing learn reading algorithms think making result having discussing feel disagree learn reading make is creating shuffling have spend;1
266;says known codified assuming has known referred given codified allow fits given trusted knew given Improving give know known based take get hope see allow change gives discussed looks drawn fall reporting;0
267;;2
268;shown;1
269;called called;2
270;Doug-- serves buy including strikes;2
271;inverted;3
272;deleted think deleted Let say believe exist believing argue believe exist rest making exist saying know believe believe believe saying BELIEVE exist maintain reading requires let say have maintain exist exist HAVE said exist said feel debate called doing believe say exist accept mean follows use think using like mean differ means have is believed prove does exist say believe exist based have ask refering are establishing point predisposed mean whoes believe tend draw requires made say believe exist think misguided Arguing find use wants use go have anthropomorphise want explain agree disagree start thinks think read point correct thought;0
273;looks;3
274;produced abhor publishing abhor present feel admit felt bound do noted assumed thought turns renders put makes checked \t given mention go find think said lacking shown presented found support used describe bought defined noted stated talking admit drives show believe consider closed See go answer quoted discussing \t\t\t\tDave;3
275;read landing mention taken have come causes produced hear goes;2
280;posted make like seen polluting believe pays go don\'t head;2
